transaction_id|transaction_date|transaction_time|transaction_qty|store_id|store_location|product_id|unit_price|product_category|product_type|product_detail
131322|2023-06-15|12:41:11|2|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131323|2023-06-15|12:43:13|2|8|Hell's Kitchen|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
131324|2023-06-15|12:46:37|1|5|Lower Manhattan|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
131325|2023-06-15|12:46:37|1|5|Lower Manhattan|70|3.25|Bakery|Scone|Cranberry Scone
131326|2023-06-15|12:49:27|1|5|Lower Manhattan|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131327|2023-06-15|12:49:46|1|5|Lower Manhattan|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
131328|2023-06-15|12:51:27|1|5|Lower Manhattan|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131329|2023-06-15|12:53:35|1|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
131330|2023-06-15|12:55:50|1|5|Lower Manhattan|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
131331|2023-06-15|12:56:16|2|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131332|2023-06-15|12:59:16|1|8|Hell's Kitchen|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
131333|2023-06-15|13:01:03|2|3|Astoria|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131334|2023-06-15|13:01:08|2|5|Lower Manhattan|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131335|2023-06-15|13:01:55|2|8|Hell's Kitchen|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
131336|2023-06-15|13:02:39|1|8|Hell's Kitchen|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
131337|2023-06-15|13:04:08|2|8|Hell's Kitchen|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
131338|2023-06-15|13:07:32|1|5|Lower Manhattan|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131339|2023-06-15|13:07:49|2|3|Astoria|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
131340|2023-06-15|13:07:49|1|3|Astoria|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
131341|2023-06-15|13:10:04|2|5|Lower Manhattan|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
131342|2023-06-15|13:10:04|1|5|Lower Manhattan|17|9.5|Loose Tea|Chai tea|Morning Sunrise Chai
131343|2023-06-15|13:11:42|1|8|Hell's Kitchen|37|3.0|Coffee|Barista Espresso|Espresso shot
131344|2023-06-15|13:14:45|1|8|Hell's Kitchen|87|2.1|Coffee|Barista Espresso|Ouro Brasileiro shot
131345|2023-06-15|13:14:45|1|8|Hell's Kitchen|72|3.25|Bakery|Scone|Ginger Scone
131346|2023-06-15|13:15:59|2|8|Hell's Kitchen|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131347|2023-06-15|13:19:23|2|3|Astoria|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
131348|2023-06-15|13:19:26|1|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
131349|2023-06-15|13:20:25|1|3|Astoria|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
131350|2023-06-15|13:20:46|1|3|Astoria|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
131351|2023-06-15|13:23:52|2|5|Lower Manhattan|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
131352|2023-06-15|13:24:57|1|8|Hell's Kitchen|87|2.1|Coffee|Barista Espresso|Ouro Brasileiro shot
131353|2023-06-15|13:24:57|1|8|Hell's Kitchen|72|3.25|Bakery|Scone|Ginger Scone
131354|2023-06-15|13:25:24|2|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
131355|2023-06-15|13:25:24|1|5|Lower Manhattan|84|0.8|Flavours|Regular syrup|Chocolate syrup
131356|2023-06-15|13:25:55|2|8|Hell's Kitchen|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
131357|2023-06-15|13:26:47|1|3|Astoria|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
131358|2023-06-15|13:27:12|2|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
131359|2023-06-15|13:27:56|1|5|Lower Manhattan|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
131360|2023-06-15|13:28:02|2|3|Astoria|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
131361|2023-06-15|13:29:07|1|5|Lower Manhattan|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
131362|2023-06-15|13:29:07|1|5|Lower Manhattan|20|7.6|Packaged Chocolate|Organic Chocolate|Sustainably Grown Organic
131363|2023-06-15|13:30:40|1|5|Lower Manhattan|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
131364|2023-06-15|13:34:47|1|3|Astoria|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
131365|2023-06-15|13:36:47|1|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
131366|2023-06-15|13:36:47|1|8|Hell's Kitchen|70|3.25|Bakery|Scone|Cranberry Scone
131367|2023-06-15|13:37:27|2|3|Astoria|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
131368|2023-06-15|13:37:27|2|3|Astoria|63|0.8|Flavours|Regular syrup|Carmel syrup
131369|2023-06-15|13:38:39|2|5|Lower Manhattan|39|4.25|Coffee|Barista Espresso|Latte Rg
131370|2023-06-15|13:38:39|2|5|Lower Manhattan|84|0.8|Flavours|Regular syrup|Chocolate syrup
131371|2023-06-15|13:39:44|1|5|Lower Manhattan|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
131372|2023-06-15|13:39:44|1|5|Lower Manhattan|73|3.75|Bakery|Pastry|Almond Croissant
131373|2023-06-15|13:41:35|1|5|Lower Manhattan|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
131374|2023-06-15|13:44:13|1|3|Astoria|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
131375|2023-06-15|13:44:13|1|3|Astoria|79|3.75|Bakery|Scone|Jumbo Savory Scone
131376|2023-06-15|13:44:22|2|8|Hell's Kitchen|39|4.25|Coffee|Barista Espresso|Latte Rg
131377|2023-06-15|13:44:22|2|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
131378|2023-06-15|13:44:26|1|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
131379|2023-06-15|13:46:46|2|8|Hell's Kitchen|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
131380|2023-06-15|13:46:57|1|5|Lower Manhattan|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
131381|2023-06-15|13:47:36|1|5|Lower Manhattan|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
131382|2023-06-15|13:47:54|1|8|Hell's Kitchen|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
131383|2023-06-15|13:49:58|2|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131384|2023-06-15|13:51:39|1|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
131385|2023-06-15|13:53:30|1|3|Astoria|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
131386|2023-06-15|13:54:55|1|5|Lower Manhattan|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
131387|2023-06-15|14:03:14|2|3|Astoria|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131388|2023-06-15|14:05:07|2|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131389|2023-06-15|14:05:07|1|5|Lower Manhattan|11|8.95|Loose Tea|Herbal tea|Lemon Grass
131390|2023-06-15|14:06:00|2|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131391|2023-06-15|14:06:16|1|8|Hell's Kitchen|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
131392|2023-06-15|14:07:04|1|3|Astoria|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131393|2023-06-15|14:07:53|1|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131394|2023-06-15|14:07:53|1|8|Hell's Kitchen|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
131395|2023-06-15|14:08:31|1|5|Lower Manhattan|38|3.75|Coffee|Barista Espresso|Latte
131396|2023-06-15|14:08:31|1|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
131397|2023-06-15|14:09:07|2|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131398|2023-06-15|14:09:07|1|5|Lower Manhattan|73|3.75|Bakery|Pastry|Almond Croissant
131399|2023-06-15|14:09:36|1|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131400|2023-06-15|14:09:36|1|8|Hell's Kitchen|21|13.33|Packaged Chocolate|Drinking Chocolate|Chili Mayan
131401|2023-06-15|14:10:38|2|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131402|2023-06-15|14:10:38|1|8|Hell's Kitchen|70|3.25|Bakery|Scone|Cranberry Scone
131403|2023-06-15|14:10:46|1|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
131404|2023-06-15|14:12:53|2|5|Lower Manhattan|87|3.0|Coffee|Barista Espresso|Ouro Brasileiro shot
131405|2023-06-15|14:18:15|1|5|Lower Manhattan|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
131406|2023-06-15|14:18:45|1|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
131407|2023-06-15|14:18:45|1|8|Hell's Kitchen|75|3.5|Bakery|Pastry|Croissant
131408|2023-06-15|14:19:00|2|3|Astoria|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
131409|2023-06-15|14:19:00|1|3|Astoria|72|3.25|Bakery|Scone|Ginger Scone
131410|2023-06-15|14:20:43|2|5|Lower Manhattan|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
131411|2023-06-15|14:21:46|2|3|Astoria|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
131412|2023-06-15|14:22:40|2|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
131413|2023-06-15|14:23:43|1|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131414|2023-06-15|14:23:44|1|3|Astoria|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
131415|2023-06-15|14:24:06|1|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131416|2023-06-15|14:24:17|2|8|Hell's Kitchen|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
131417|2023-06-15|14:29:48|1|8|Hell's Kitchen|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
131418|2023-06-15|14:31:16|2|5|Lower Manhattan|87|3.0|Coffee|Barista Espresso|Ouro Brasileiro shot
131419|2023-06-15|14:32:07|2|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
131420|2023-06-15|14:32:07|1|3|Astoria|64|0.8|Flavours|Regular syrup|Hazelnut syrup
131421|2023-06-15|14:32:25|1|8|Hell's Kitchen|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
131422|2023-06-15|14:37:22|1|5|Lower Manhattan|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
131423|2023-06-15|14:38:47|2|3|Astoria|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
131424|2023-06-15|14:38:47|1|3|Astoria|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
131425|2023-06-15|14:39:27|2|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
131426|2023-06-15|14:42:10|1|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
131427|2023-06-15|14:42:10|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
131428|2023-06-15|14:43:01|1|5|Lower Manhattan|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
131429|2023-06-15|14:44:36|1|3|Astoria|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
131430|2023-06-15|14:47:04|1|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131431|2023-06-15|14:47:54|2|3|Astoria|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
131432|2023-06-15|14:49:19|1|3|Astoria|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
131433|2023-06-15|14:49:59|2|5|Lower Manhattan|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
131434|2023-06-15|14:50:05|1|5|Lower Manhattan|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
131435|2023-06-15|14:50:05|1|5|Lower Manhattan|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
131436|2023-06-15|14:51:55|1|5|Lower Manhattan|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
131437|2023-06-15|14:52:15|2|3|Astoria|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
131438|2023-06-15|14:53:25|1|5|Lower Manhattan|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
131439|2023-06-15|14:54:06|1|3|Astoria|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
131440|2023-06-15|14:55:06|1|5|Lower Manhattan|87|3.0|Coffee|Barista Espresso|Ouro Brasileiro shot
131441|2023-06-15|14:58:24|2|5|Lower Manhattan|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
131442|2023-06-15|15:00:09|1|3|Astoria|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
131443|2023-06-15|15:00:09|1|3|Astoria|77|3.0|Bakery|Scone|Oatmeal Scone
131444|2023-06-15|15:04:06|2|8|Hell's Kitchen|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
131445|2023-06-15|15:05:49|1|5|Lower Manhattan|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
131446|2023-06-15|15:05:49|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
131447|2023-06-15|15:08:45|1|3|Astoria|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
131448|2023-06-15|15:09:10|1|5|Lower Manhattan|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
131449|2023-06-15|15:12:06|2|3|Astoria|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
131450|2023-06-15|15:12:06|1|3|Astoria|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
131451|2023-06-15|15:12:06|1|3|Astoria|81|28.0|Branded|Clothing|I Need My Bean! T-shirt
131452|2023-06-15|15:14:55|2|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
131453|2023-06-15|15:15:51|2|8|Hell's Kitchen|39|4.25|Coffee|Barista Espresso|Latte Rg
131454|2023-06-15|15:15:51|1|8|Hell's Kitchen|73|3.75|Bakery|Pastry|Almond Croissant
131455|2023-06-15|15:19:40|1|5|Lower Manhattan|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
131456|2023-06-15|15:21:26|2|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131457|2023-06-15|15:23:02|1|3|Astoria|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131458|2023-06-15|15:23:36|1|8|Hell's Kitchen|39|4.25|Coffee|Barista Espresso|Latte Rg
131459|2023-06-15|15:23:42|1|5|Lower Manhattan|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
131460|2023-06-15|15:28:41|1|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
131461|2023-06-15|15:29:59|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
131462|2023-06-15|15:29:59|2|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
131463|2023-06-15|15:30:47|1|8|Hell's Kitchen|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
131464|2023-06-15|15:30:47|1|8|Hell's Kitchen|83|14.0|Branded|Housewares|I Need My Bean! Latte cup
131465|2023-06-15|15:31:29|1|8|Hell's Kitchen|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
131466|2023-06-15|15:32:23|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131467|2023-06-15|15:32:23|1|5|Lower Manhattan|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
131468|2023-06-15|15:37:03|2|3|Astoria|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
131469|2023-06-15|15:37:03|2|3|Astoria|84|0.8|Flavours|Regular syrup|Chocolate syrup
131470|2023-06-15|15:37:27|1|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131471|2023-06-15|15:38:25|2|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
131472|2023-06-15|15:38:32|2|8|Hell's Kitchen|37|3.0|Coffee|Barista Espresso|Espresso shot
131473|2023-06-15|15:40:01|1|3|Astoria|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
131474|2023-06-15|15:44:29|1|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
131475|2023-06-15|15:45:05|1|5|Lower Manhattan|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
131476|2023-06-15|15:46:20|2|3|Astoria|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
131477|2023-06-15|15:46:36|1|8|Hell's Kitchen|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
131478|2023-06-15|15:46:58|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131479|2023-06-15|15:46:58|1|5|Lower Manhattan|9|22.5|Coffee beans|Organic Beans|Organic Decaf Blend
131480|2023-06-15|15:47:39|1|5|Lower Manhattan|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
131481|2023-06-15|15:50:05|1|5|Lower Manhattan|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
131482|2023-06-15|15:51:00|2|8|Hell's Kitchen|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
131483|2023-06-15|15:53:14|1|8|Hell's Kitchen|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
131484|2023-06-15|15:56:44|2|5|Lower Manhattan|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
131485|2023-06-15|15:58:21|1|3|Astoria|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
131486|2023-06-15|15:58:22|1|5|Lower Manhattan|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
131487|2023-06-15|15:58:55|1|3|Astoria|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
131488|2023-06-15|15:59:59|1|5|Lower Manhattan|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
131489|2023-06-15|16:06:22|1|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131490|2023-06-15|16:06:55|1|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131491|2023-06-15|16:08:37|2|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
131492|2023-06-15|16:12:59|2|8|Hell's Kitchen|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131493|2023-06-15|16:13:55|2|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
131494|2023-06-15|16:14:40|1|8|Hell's Kitchen|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
131495|2023-06-15|16:16:30|1|3|Astoria|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
131496|2023-06-15|16:18:30|1|5|Lower Manhattan|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131497|2023-06-15|16:18:30|1|5|Lower Manhattan|73|3.75|Bakery|Pastry|Almond Croissant
131498|2023-06-15|16:18:30|1|5|Lower Manhattan|13|8.95|Loose Tea|Black tea|English Breakfast
131499|2023-06-15|16:19:47|2|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131500|2023-06-15|16:20:16|2|3|Astoria|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
131501|2023-06-15|16:20:32|1|3|Astoria|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
131502|2023-06-15|16:20:53|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
131503|2023-06-15|16:20:53|2|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
131504|2023-06-15|16:23:00|1|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
131505|2023-06-15|16:23:00|1|8|Hell's Kitchen|74|3.5|Bakery|Biscotti|Ginger Biscotti
131506|2023-06-15|16:26:55|1|3|Astoria|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
131507|2023-06-15|16:27:26|1|5|Lower Manhattan|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
131508|2023-06-15|16:27:35|1|5|Lower Manhattan|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
131509|2023-06-15|16:27:52|2|3|Astoria|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
131510|2023-06-15|16:28:32|1|5|Lower Manhattan|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
131511|2023-06-15|16:28:43|1|5|Lower Manhattan|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131512|2023-06-15|16:29:23|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
131513|2023-06-15|16:29:49|1|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131514|2023-06-15|16:30:44|1|8|Hell's Kitchen|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
131515|2023-06-15|16:30:44|1|8|Hell's Kitchen|14|8.95|Loose Tea|Black tea|Earl Grey
131516|2023-06-15|16:32:01|1|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131517|2023-06-15|16:33:39|1|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131518|2023-06-15|16:36:11|2|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
131519|2023-06-15|16:38:39|1|8|Hell's Kitchen|37|3.0|Coffee|Barista Espresso|Espresso shot
131520|2023-06-15|16:38:39|1|8|Hell's Kitchen|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
131521|2023-06-15|16:39:25|1|5|Lower Manhattan|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
131522|2023-06-15|16:41:25|2|3|Astoria|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
131523|2023-06-15|16:41:49|1|5|Lower Manhattan|38|3.75|Coffee|Barista Espresso|Latte
131524|2023-06-15|16:41:49|2|5|Lower Manhattan|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
131525|2023-06-15|16:41:49|1|5|Lower Manhattan|79|3.75|Bakery|Scone|Jumbo Savory Scone
131526|2023-06-15|16:42:05|2|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
131527|2023-06-15|16:43:08|2|3|Astoria|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
131528|2023-06-15|16:44:33|1|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131529|2023-06-15|16:47:22|1|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131530|2023-06-15|16:50:58|1|5|Lower Manhattan|39|4.25|Coffee|Barista Espresso|Latte Rg
131531|2023-06-15|16:50:58|2|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
131532|2023-06-15|16:51:03|2|8|Hell's Kitchen|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
131533|2023-06-15|16:51:03|1|8|Hell's Kitchen|77|3.0|Bakery|Scone|Oatmeal Scone
131534|2023-06-15|16:52:29|1|5|Lower Manhattan|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
131535|2023-06-15|16:53:38|1|5|Lower Manhattan|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
131536|2023-06-15|16:53:38|1|5|Lower Manhattan|72|3.25|Bakery|Scone|Ginger Scone
131537|2023-06-15|16:56:00|1|3|Astoria|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
131538|2023-06-15|16:56:56|1|8|Hell's Kitchen|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
131539|2023-06-15|16:57:56|2|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
131540|2023-06-15|16:59:30|1|5|Lower Manhattan|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
131541|2023-06-15|16:59:40|2|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
131542|2023-06-15|16:59:51|2|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
131543|2023-06-15|17:00:51|2|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
131544|2023-06-15|17:00:51|1|5|Lower Manhattan|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
131545|2023-06-15|17:02:56|2|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
131546|2023-06-15|17:04:07|1|5|Lower Manhattan|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131547|2023-06-15|17:04:34|1|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
131548|2023-06-15|17:07:47|1|8|Hell's Kitchen|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
131549|2023-06-15|17:07:47|1|8|Hell's Kitchen|16|8.95|Loose Tea|Chai tea|Traditional Blend Chai
131550|2023-06-15|17:10:12|2|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
131551|2023-06-15|17:12:46|2|3|Astoria|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
131552|2023-06-15|17:13:15|2|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
131553|2023-06-15|17:16:16|1|8|Hell's Kitchen|40|3.75|Coffee|Barista Espresso|Cappuccino
131554|2023-06-15|17:16:16|2|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
